parameter,value,y_pred_gp,y_std_gp,is_validation_point,y_sim,constraint_violation,feasible
Mb,10.002519040834814,0.7447572042517028,0.011103222705076044,False,,,
Mb,12.060560624403653,0.7117118857428115,0.01091739260378585,False,,,
Mb,14.11860220797249,0.6825416735288339,0.010856156317365908,False,,,
Mb,16.176643791541327,0.6572780792099815,0.010825318127094119,False,,,
Mb,18.234685375110168,0.6357512578248021,0.010798930124709165,False,,,
Mb,20.292726958679005,0.6176091202119587,0.010786116318353686,False,,,
Mb,22.35076854224784,0.6023766897637712,0.010811973633760656,False,,,
Mb,24.40881012581668,0.5895253466397165,0.010907530411528117,False,,,
Mb,26.466851709385516,0.578539124353218,0.011095954044251708,False,,,
Mb,28.524893292954353,0.5689752895203204,0.011376591898457645,False,,,
Mb,30.58293487652319,0.5605044054905884,0.01172044575436001,False,,,
Mb,32.640976460092034,0.5529172275142434,0.012081991599098894,False,,,
Mb,34.69901804366087,0.5461042498787004,0.012417601329556693,False,,,
Mb,36.75705962722971,0.5400241247778845,0.01269945679127449,False,,,
Mb,38.815101210798545,0.5346730904423403,0.012920477908018368,False,,,
Mb,40.87314279436738,0.5300610676286363,0.013091057044141666,False,,,
Mb,42.93118437793622,0.526195546920495,0.013230660027651725,False,,,
Mb,44.989225961505056,0.523071511958835,0.013358506968015115,False,,,
Mb,47.04726754507389,0.520664551369095,0.01348753931892218,False,,,
Mb,49.10530912864273,0.5189248995536888,0.013623047437403234,False,,,
Mb,51.16335071221157,0.517771749468944,0.013763457128382795,False,,,
Mb,53.22139229578041,0.5170893418803482,0.013900500998555651,False,,,
Mb,55.27943387934925,0.516728014636982,0.014019318895482509,False,,,
Mb,57.337475462918086,0.5165131211376112,0.014101164610048948,False,,,
Mb,59.39551704648692,0.5162619359394414,0.014129661895768536,False,,,
Mb,61.45355863005576,0.5158045641228611,0.014098398449287553,False,,,
Mb,63.5116002136246,0.5150021854262125,0.014016697608048863,False,,,
Mb,65.56964179719344,0.513756647509102,0.013912173019041879,False,,,
Mb,67.62768338076228,0.5120091084234245,0.013831252977485263,False,,,
Mb,69.68572496433111,0.5097301882878496,0.013840083142384147,False,,,
Mb,71.74376654789995,0.506907348646994,0.014026673294149156,False,,,
Mb,73.80180813146879,0.5035352600329444,0.014501732897676535,False,,,
Mb,75.85984971503763,0.49961242428327596,0.015393773009589736,False,,,
Mb,77.91789129860646,0.49514360644467115,0.016835944843126876,False,,,
Mb,79.9759328821753,0.49014426379379866,0.018947380405588538,False,,,
Mb,10.002519040834814,,,True,0.7563840273744055,0.0020486655349200023,False
Mb,26.466851709385516,,,True,0.5748021436310424,0.0,True
Mb,44.989225961505056,,,True,0.5247047927193405,0.0015690528356684386,True
Mb,61.45355863005576,,,True,0.5081560767771686,0.004977703713333392,False
Mb,79.9759328821753,,,True,0.4978678319051783,0.007232811679519613,False
hr,0.1001346738358736,0.6330620465750054,0.01109638209864997,False,,,
hr,0.12070912492718494,0.6296010512583785,0.010905641330773643,False,,,
hr,0.14128357601849628,0.627303232802287,0.01083659008092529,False,,,
hr,0.16185802710980762,0.6259266850895672,0.010818153512293914,False,,,
hr,0.18243247820111896,0.6251791842118196,0.010816103494375852,False,,,
hr,0.2030069292924303,0.6247443796746653,0.010816834279107148,False,,,
hr,0.22358138038374167,0.624324188127091,0.010815378449541238,False,,,
hr,0.24415583147505301,0.6236875053208613,0.010810015360410766,False,,,
hr,0.26473028256636433,0.6227084235439224,0.01080126905806977,False,,,
hr,0.2853047336576757,0.6213794733519012,0.010791867794444143,False,,,
hr,0.305879184748987,0.6197949441064982,0.010785845471150095,False,,,
hr,0.3264536358402984,0.6181093941352088,0.010786725560334658,False,,,
hr,0.34702808693160975,0.6164840427655759,0.010795889038309614,False,,,
hr,0.3676025380229211,0.6150397394703245,0.010812900654743874,False,,,
hr,0.38817698911423243,0.6138315618253946,0.010838168377912957,False,,,
hr,0.40875144020554377,0.612848785687412,0.010876267160396377,False,,,
hr,0.4293258912968551,0.6120319249367059,0.01093706715071084,False,,,
hr,0.44990034238816645,0.6112948302412854,0.011032813544122113,False,,,
hr,0.4704747934794778,0.6105453715197597,0.011172506172399852,False,,,
hr,0.49104924457078913,0.6097022108135722,0.01135724310072323,False,,,
hr,0.5116236956621005,0.6087055226812303,0.011579072096617297,False,,,
hr,0.5321981467534118,0.6075213554984792,0.01182304998471636,False,,,
hr,0.5527725978447231,0.6061415517117369,0.012070716890714478,False,,,
hr,0.5733470489360345,0.604581192362208,0.012303510808076826,False,,,
hr,0.5939215000273459,0.6028744597473595,0.012505447903674024,False,,,
hr,0.6144959511186572,0.6010690843924971,0.012664893926897635,False,,,
hr,0.6350704022099686,0.5992195685571154,0.01277573247732488,False,,,
hr,0.6556448533012799,0.597379933272081,0.012838932059545926,False,,,
hr,0.6762193043925913,0.595597272204145,0.01286604801925025,False,,,
hr,0.6967937554839025,0.5939073871149894,0.01288596295381501,False,,,
hr,0.7173682065752139,0.5923331847539021,0.012954661969248365,False,,,
hr,0.7379426576665252,0.5908857084368728,0.01316464015809994,False,,,
hr,0.7585171087578366,0.5895670112838296,0.013646097477926698,False,,,
hr,0.779091559849148,0.5883737401994995,0.014550499286954243,False,,,
hr,0.7996660109404593,0.5873003399257015,0.016016484121875837,False,,,
hr,0.1001346738358736,,,True,0.627095970290549,0.0,True
hr,0.26473028256636433,,,True,0.6183907917700391,0.0,True
hr,0.44990034238816645,,,True,0.6057705508877093,0.0,True
hr,0.6144959511186572,,,True,0.5931398807999164,0.0,True
hr,0.7996660109404593,,,True,0.5784266193653614,0.0,True
f1,1.0018747180204302,0.6274771090135681,0.011050019840960552,False,,,
f1,1.2075069788551538,0.6268648270725535,0.010889076839883582,False,,,
f1,1.4131392396898772,0.6248176777224036,0.0108186368144007,False,,,
f1,1.6187715005246008,0.6215957461259952,0.010791265944077165,False,,,
f1,1.8244037613593242,0.6175386527626715,0.010782757040279596,False,,,
f1,2.030036022194048,0.6130222961946796,0.010782869525232176,False,,,
f1,2.2356682830287715,0.6084069206190655,0.010787887299832563,False,,,
f1,2.4413005438634947,0.6039908788327157,0.010796001252774351,False,,,
f1,2.646932804698219,0.599980166633184,0.010805355507302064,False,,,
f1,2.852565065532942,0.5964779809176531,0.010814127547766431,False,,,
f1,3.0581973263676656,0.593492920791449,0.010821785427039878,False,,,
f1,3.2638295872023892,0.5909600305769681,0.010830643592291538,False,,,
f1,3.469461848037113,0.5887684584461705,0.010846997660264224,False,,,
f1,3.6750941088718365,0.5867907804964906,0.010881150879137647,False,,,
f1,3.8807263697065597,0.584909173282583,0.010945621761549146,False,,,
f1,4.086358630541284,0.5830341023331945,0.011051340115296694,False,,,
f1,4.291990891376007,0.5811130111103665,0.01120320747755952,False,,,
f1,4.49762315221073,0.579129512233866,0.01139753958504461,False,,,
f1,4.703255413045454,0.5770965121691526,0.011622849269800716,False,,,
f1,4.908887673880177,0.575047192054002,0.011863282539812009,False,,,
f1,5.114519934714901,0.5730263776668267,0.012102858861130546,False,,,
f1,5.320152195549625,0.5710834362987457,0.012328892068724413,False,,,
f1,5.525784456384349,0.5692670179527727,0.012533831944223254,False,,,
f1,5.731416717219071,0.5676215640823958,0.012715531917377235,False,,,
f1,5.937048978053795,0.5661853262015251,0.012876343999981747,False,,,
f1,6.142681238888519,0.5649895452328512,0.013021567347025205,False,,,
f1,6.348313499723243,0.5640584026868813,0.013157850988855451,False,,,
f1,6.553945760557966,0.5634093544914017,0.013292304047110633,False,,,
f1,6.75957802139269,0.5630534966998273,0.013433210016160699,False,,,
f1,6.965210282227414,0.5629957440043527,0.013593095196199327,False,,,
f1,7.170842543062136,0.5632348765814361,0.013794220559548358,False,,,
f1,7.37647480389686,0.5637637877734502,0.014075374823521156,False,,,
f1,7.582107064731584,0.5645702911189612,0.014497411950276125,False,,,
f1,7.7877393255663065,0.5656385666187477,0.015143837715398241,False,,,
f1,7.993371586401031,0.5669509413249404,0.016113173504137747,False,,,
f1,1.0018747180204302,,,True,0.6303419268978266,0.0,True
f1,2.646932804698219,,,True,0.6009002157726698,0.011537931462587414,False
f1,4.49762315221073,,,True,0.5788957476361287,0.013845383961004654,False
f1,6.142681238888519,,,True,0.5686203047506967,0.01378337119807449,False
f1,7.993371586401031,,,True,0.5598359559624492,0.01369383099066257,False
A,0.030080165595057,0.448832432742992,0.013932201483269955,False,,,
A,0.03272445756956349,0.4546160675010092,0.01364424003043801,False,,,
A,0.03536874954406999,0.46040851055415327,0.013375972757902845,False,,,
A,0.038013041518576485,0.4662107821214459,0.013126534216269515,False,,,
A,0.040657333493082974,0.4720239567347602,0.012895055856182757,False,,,
A,0.04330162546758947,0.4778491598586252,0.012680671253119821,False,,,
A,0.04594591744209596,0.48368756370907284,0.012482521024634461,False,,,
A,0.048590209416602456,0.48954038231290964,0.012299757326471256,False,,,
A,0.05123450139110895,0.4954088656928826,0.01213154784402014,False,,,
A,0.05387879336561545,0.50129429323888,0.011977079225873186,False,,,
A,0.056523085340121945,0.5071979661878697,0.011835559957227475,False,,,
A,0.059167377314628435,0.5131211992392535,0.011706222703033573,False,,,
A,0.061811669289134924,0.5190653113407959,0.01158832620978881,False,,,
A,0.06445596126364142,0.5250316156937685,0.011481156873405845,False,,,
A,0.06710025323814792,0.5310214090287774,0.011384030138943721,False,,,
A,0.06974454521265441,0.5370359603073368,0.01129629190659158,False,,,
A,0.07238883718716091,0.5430764989334621,0.01121732015321463,False,,,
A,0.0750331291616674,0.5491442027526028,0.01114652697662102,False,,,
A,0.07767742113617389,0.5552401859498088,0.01108336128153012,False,,,
A,0.08032171311068038,0.5613654872415275,0.011027312301663796,False,,,
A,0.08296600508518688,0.5675210585573819,0.01097791414259107,False,,,
A,0.08561029705969338,0.5737077546138715,0.010934751476224363,False,,,
A,0.08825458903419987,0.5799263236635379,0.01089746648667392,False,,,
A,0.09089888100870637,0.5861773997937295,0.01086576709070214,False,,,
A,0.09354317298321285,0.5924614969912988,0.010839436394351705,False,,,
A,0.09618746495771935,0.5987790052487644,0.010818343260080129,False,,,
A,0.09883175693222584,0.6051301887697221,0.010802453781072587,False,,,
A,0.10147604890673234,0.6115151863961421,0.010791843359362679,False,,,
A,0.10412034088123884,0.6179340141091794,0.010786709010671485,False,,,
A,0.10676463285574532,0.6243865695338393,0.01078738143001916,False,,,
A,0.10940892483025182,0.6308726382547284,0.010794336300876558,False,,,
A,0.11205321680475831,0.6373919016542544,0.010808204273836212,False,,,
A,0.11469750877926481,0.6439439460283803,0.010829779005338202,False,,,
A,0.1173418007537713,0.6505282725431154,0.010860022620866511,False,,,
A,0.1199860927282778,0.6571443077097373,0.01090006795524628,False,,,
A,0.030080165595057,,,True,0.44035379092978955,0.0,True
A,0.05123450139110895,,,True,0.48995969736346895,0.0,True
A,0.0750331291616674,,,True,0.5457663416074641,0.0,True
A,0.09618746495771935,,,True,0.5953722495203262,0.0,True
A,0.1199860927282778,,,True,0.6511788920539523,0.005708933133562355,False
Kb,101.07036717618055,0.5512880975576941,0.013288779942233353,False,,,
Kb,142.1862260823467,0.5556279270350181,0.012964106025336881,False,,,
Kb,183.3020849885129,0.5598624065257006,0.012670497363434386,False,,,
Kb,224.41794389467907,0.5639890213652947,0.012406281830846062,False,,,
Kb,265.53380280084525,0.5680054680856476,0.012169742834752025,False,,,
Kb,306.64966170701143,0.5719096691844867,0.011959136272434315,False,,,
Kb,347.76552061317756,0.5756997855773488,0.011772707272830625,False,,,
Kb,388.8813795193437,0.5793742261484539,0.011608706017548332,False,,,
Kb,429.99723842550986,0.582931653942311,0.011465402059667151,False,,,
Kb,471.11309733167604,0.5863709885471708,0.01134109675235238,False,,,
Kb,512.2289562378422,0.589691404372455,0.011234133610635234,False,,,
Kb,553.3448151440084,0.5928923246200374,0.01114290666968974,False,,,
Kb,594.4606740501746,0.595973411062025,0.011065867094077593,False,,,
Kb,635.5765329563407,0.5989345498272323,0.01100152846774947,False,,,
Kb,676.6923918625068,0.6017758337924727,0.010948471287993712,False,,,
Kb,717.808250768673,0.6044975422667891,0.01090534722900951,False,,,
Kb,758.9241096748392,0.6071001188509317,0.010870883704162561,False,,,
Kb,800.0399685810054,0.6095841483676808,0.010843889188332997,False,,,
Kb,841.1558274871716,0.6119503336383298,0.01082325966742364,False,,,
Kb,882.2716863933377,0.614199472864625,0.010807986499915673,False,,,
Kb,923.3875452995039,0.6163324382091699,0.010797165938515417,False,,,
Kb,964.50340420567,0.61835015634839,0.01079001051411102,False,,,
Kb,1005.6192631118362,0.6202535916374432,0.010785862435367046,False,,,
Kb,1046.7351220180024,0.6220437325846304,0.010784209009348289,False,,,
Kb,1087.8509809241687,0.6237215819015035,0.010784699888702832,False,,,
Kb,1128.9668398303347,0.6252881500049028,0.010787165748107676,False,,,
Kb,1170.0826987365008,0.6267444517797601,0.01079163788345872,False,,,
Kb,1211.198557642667,0.6280915064700351,0.010798368186426785,False,,,
Kb,1252.3144165488332,0.6293303407406778,0.010807848927688988,False,,,
Kb,1293.4302754549994,0.630461994983764,0.0108208317084768,False,,,
Kb,1334.5461343611655,0.6314875328038563,0.01083834480262274,False,,,
Kb,1375.6619932673318,0.6324080532811233,0.010861707910362782,False,,,
Kb,1416.7778521734979,0.633224705201738,0.010892543094460952,False,,,
Kb,1457.893711079664,0.6339387020584102,0.010932780432737123,False,,,
Kb,1499.0095699858302,0.6345513364316053,0.010984656735250125,False,,,
Kb,101.07036717618055,,,True,0.4652213544830217,0.0,True
Kb,429.99723842550986,,,True,0.5786479887952315,0.0,True
Kb,800.0399685810054,,,True,0.6049101921754592,0.0,True
Kb,1128.9668398303347,,,True,0.6215778768399922,0.0,True
Kb,1499.0095699858302,,,True,0.6347330279275629,0.0,True
Kr,500.0233845893361,0.6378608437662068,0.011440828178199084,False,,,
Kr,632.3603000833789,0.6367065247485343,0.011352954905671177,False,,,
Kr,764.6972155774217,0.6355720544788183,0.011274147550528862,False,,,
Kr,897.0341310714646,0.6344577926225506,0.011203784865887014,False,,,
Kr,1029.3710465655074,0.6333640942211264,0.011141249513796376,False,,,
Kr,1161.7079620595503,0.6322913086805844,0.011085933103743189,False,,,
Kr,1294.044877553593,0.6312397786667443,0.01103724098334911,False,,,
Kr,1426.381793047636,0.6302098389069289,0.010994596708570382,False,,,
Kr,1558.7187085416788,0.6292018149035498,0.010957446166464905,False,,,
Kr,1691.0556240357216,0.6282160215522038,0.010925261310440814,False,,,
Kr,1823.3925395297645,0.6272527616969908,0.010897543505325876,False,,,
Kr,1955.7294550238073,0.6263123245952434,0.010873826479284681,False,,,
Kr,2088.0663705178504,0.6253949843756581,0.010853678896635586,False,,,
Kr,2220.403286011893,0.6245009984076312,0.010836706570146808,False,,,
Kr,2352.740201505936,0.6236306056949138,0.010822554343004233,False,,,
Kr,2485.077116999979,0.6227840252752999,0.010810907666518736,False,,,
Kr,2617.4140324940217,0.6219614546317207,0.01080149390885713,False,,,
Kr,2749.7509479880646,0.6211630682075938,0.010794083425870127,False,,,
Kr,2882.0878634821074,0.6203890159564848,0.01078849042147166,False,,,
Kr,3014.4247789761503,0.6196394220577666,0.01078457362886902,False,,,
Kr,3146.761694470193,0.6189143837315387,0.010782236832775106,False,,,
Kr,3279.098609964236,0.6182139702508394,0.010781429254055053,False,,,
Kr,3411.435525458279,0.617538222132582,0.010782145809065483,False,,,
Kr,3543.7724409523216,0.6168871505352115,0.010784427251243177,False,,,
Kr,3676.1093564463645,0.6162607369058751,0.010788360199400413,False,,,
Kr,3808.4462719404073,0.615658932840159,0.010794077044078525,False,,,
Kr,3940.78318743445,0.6150816602124547,0.010801755723116872,False,,,
Kr,4073.120102928493,0.6145288115284099,0.010811619343678617,False,,,
Kr,4205.457018422536,0.6140002505021043,0.010823935631197257,False,,,
Kr,4337.793933916579,0.6134958128592695,0.010839016168213934,False,,,
Kr,4470.1308494106215,0.6130153073173459,0.010857215394081333,False,,,
Kr,4602.467764904664,0.6125585167279578,0.01087892932462241,False,,,
Kr,4734.804680398707,0.6121251993879294,0.010904593954184806,False,,,
Kr,4867.14159589275,0.6117150904370251,0.010934683303236813,False,,,
Kr,4999.478511386793,0.6113279033739892,0.010969707072425866,False,,,
Kr,500.0233845893361,,,True,0.6397367575200135,0.03495596195471962,False
Kr,1558.7187085416788,,,True,0.6302345161579943,0.0003015801809965746,True
Kr,2749.7509479880646,,,True,0.6173649832008093,0.0,True
Kr,3808.4462719404073,,,True,0.6112702874075102,0.0,True
Kr,4999.478511386793,,,True,0.6070488776927794,0.0,True
